IMU Data
-0.001833,-0.029016,-0.008858,-10.419566,-0.306458,-1.762132
0.002443,0.023518,-0.022297,-9.346963,-0.689530,-1.379060
0.001527,-0.010996,-0.021075,-9.730036,-0.919373,-1.149217
0.010385,-0.024740,-0.021686,-9.500192,-1.072602,-0.612916
0.007330,-0.012828,-0.011606,-9.500192,-1.072602,-0.612916
0.013134,-0.006109,-0.030849,-9.423578,-0.842759,-2.145205
0.019853,-0.002138,-0.018631,-9.883264,-1.072602,-0.919373
0.022297,-0.014355,-0.021991,-10.036493,-0.612916,-0.612916
0.027184,-0.025351,-0.053451,-9.959879,-2.068590,-1.455675
0.010385,-0.022297,-0.044593,-9.270349,-1.532289,-1.225831
0.017715,-0.031154,-0.033292,-10.036493,-0.995988,-0.689530
-0.000611,-0.004581,0.024740,-9.883264,-0.766145,-0.919373
0.003665,-0.015882,0.013439,-10.036493,-0.766145,-0.689530
0.019853,-0.008858,0.033903,-10.036493,-0.766145,-0.689530
0.005803,-0.039095,-0.018326,-9.117120,-0.766145,-1.762132
-0.004276,-0.026267,-0.007941,-9.040505,-0.536301,-1.608904
-0.025045,-0.011606,-0.004581,-11.109096,-0.919373,-1.608904
-0.019548,-0.000000,-0.012217,-9.959879,-0.536301,-1.302446
-0.056200,-0.007330,0.009774,-9.423578,0.612916,-0.306458
-0.076969,0.011912,0.003971,-9.193734,-0.842759,0.153229
-0.101404,0.029322,0.038485,-10.036493,-0.153229,-2.528277
-0.107207,0.033292,0.031154,-10.342951,0.383072,-0.689530
-0.119730,0.037263,0.038179,-10.802638,-0.000000,-2.375048
-0.143859,-0.012523,-0.031154,-9.959879,-0.995988,-2.298434
-0.189063,-0.011301,-0.057421,-10.036493,1.455675,-1.532289
-0.247095,0.003360,-0.034514,-9.653421,0.229843,-0.383072
-0.264810,0.034819,0.053756,-11.722011,-0.536301,-0.229843
-0.264199,0.069639,0.006414,-10.649409,1.608904,-3.447650
-0.229380,0.073304,-0.060476,-9.423578,1.762132,-2.987964
-0.195171,0.101404,-0.162796,-12.258312,1.225831,-2.758120
-0.214414,-0.001833,-0.102625,-11.109096,-2.068590,0.000000
-0.193033,0.079412,0.008247,-8.963891,0.229843,-1.608904
-0.172569,0.092241,-0.047342,-12.717999,-1.072602,-2.375048
-0.173180,0.049786,0.030543,-6.665457,-2.758120,-0.076614
-0.162796,0.023213,0.167683,-11.645397,-2.758120,-3.217807
-0.142026,0.048564,0.179900,-9.040505,-1.991976,-2.604891
-0.119424,0.039095,0.152411,-10.113108,-0.842759,-2.145205
-0.058948,-0.011301,0.102625,-9.040505,0.076614,-1.379060
-0.014355,0.021075,0.025045,-10.266337,1.915361,-3.830723
0.050091,-0.053756,-0.041844,-8.810662,-2.604891,-2.604891
0.111483,-0.069639,-0.053451,-8.810662,-1.072602,-0.383072
0.102014,-0.050702,-0.048258,-10.879252,-1.838747,0.383072
0.116064,-0.039401,0.016799,-10.726023,-1.915361,-1.991976
0.105680,-0.058948,0.065363,-11.798626,-3.830723,-1.685518
0.131641,-0.034819,0.146608,-9.346963,-1.149217,-2.451662
0.101709,0.000611,0.116675,-9.653421,1.302446,-1.379060
0.075442,-0.018021,0.067806,-9.576807,0.306458,-1.915361
0.017410,-0.050396,0.090103,-9.576807,0.766145,-1.838747
0.004276,0.026267,0.066279,-6.665457,-1.608904,0.000000
0.009468,-0.029932,0.070555,-9.193734,1.225831,-3.217807
0.021380,-0.011606,0.019242,-9.040505,0.689530,-0.919373
0.026267,0.045815,-0.002749,-9.193734,0.766145,-1.225831
0.042150,0.137445,-0.026267,-11.568782,0.153229,-1.302446
-0.006414,0.124617,0.008247,-9.959879,-1.608904,-0.459687
0.027794,0.084605,-0.002749,-8.197746,1.149217,-3.294421
0.034208,0.044593,-0.019548,-14.173674,-0.536301,-4.673482
0.007330,-0.112705,-0.020159,-10.955867,-3.294421,-7.738060
0.014966,-0.178373,0.001833,-8.121132,-0.383072,-3.677494
0.021380,-0.186008,0.043371,-4.826711,0.076614,-1.838747
0.037263,-0.150884,0.043982,-9.193734,1.532289,-2.758120
0.035736,-0.136834,-0.069333,-8.427590,1.991976,1.225831
0.054672,-0.022907,-0.078496,-9.730036,1.762132,0.000000
0.056200,0.144775,-0.115759,-11.109096,0.766145,-1.991976
0.026878,0.260534,-0.071166,-10.955867,-2.528277,-1.991976
0.024435,0.211665,0.032681,-9.653421,-0.153229,-5.822698
0.015882,0.027489,0.040317,-8.197746,-0.689530,-4.213795
0.032987,-0.007636,-0.000916,-7.508216,-0.842759,-3.141193
0.010690,-0.057727,0.058643,-9.576807,0.995988,-3.217807
0.006720,-0.053145,0.076969,-11.415554,-0.459687,-3.677494
0.007025,-0.078191,0.095906,-8.580819,-2.834735,-0.919373
-0.005803,-0.048564,0.201891,-7.431602,-2.298434,1.149217
0.007941,-0.064141,0.217163,-10.496180,3.371036,-3.600879
-0.008247,-0.086437,0.063530,-8.044518,0.842759,-3.754108
-0.021991,-0.047647,0.081245,-10.036493,2.834735,-2.451662
0.025045,-0.035736,0.046426,-11.722011,2.604891,-2.681506
-0.003054,-0.034819,0.024435,-10.036493,1.072602,-1.915361
