Image Timestamp, IMU Timestamp, IMU Data
1699991130.582941, 1699991130.583276, -0.0018325957874148569, -0.029016099230524648, -0.008857545829035546, -10.419565624999999, -0.3064578125, -1.7621324218749999
1699991130.682941, 1699991130.681919, 0.0024434609631950343, 0.023518311088057103, -0.02229658177679405, -9.34696328125, -0.689530078125, -1.37906015625
1699991130.782941, 1699991130.782793, 0.0015271630694876058, -0.010995574204340492, -0.02107485038493639, -9.730035546875, -0.9193734375, -1.149216796875
1699991130.882941, 1699991130.884402, 0.010384709548708966, -0.024740042479914754, -0.02168571504056792, -9.5001921875, -1.0726023437499999, -0.612915625
1699991130.982941, 1699991130.983174, 0.007330383149659427, -0.012828170251829673, -0.01160643990026932, -9.5001921875, -1.0726023437499999, -0.612915625
1699991131.082941, 1699991131.082647, 0.013133602579645437, -0.006108652277950423, -0.03084869527801383, -9.423577734375, -0.842758984375, -2.1452046874999997
1699991131.182941, 1699991131.184177, 0.01985312107367334, -0.0021380283753049457, -0.018631389681815682, -9.883264453125, -1.0726023437499999, -0.9193734375
1699991131.282940, 1699991131.284271, 0.02229658177679405, -0.014355332931205791, -0.021991148408680983, -10.036493359375, -0.612915625, -0.612915625
1699991131.382940, 1699991131.383235, 0.027183503183035466, -0.02535090713554628, -0.05345070834232634, -9.95987890625, -2.068590234375, -1.455674609375
1699991131.482940, 1699991131.482050, 0.010384709548708966, -0.02229658177679405, -0.0445931635535881, -9.270348828125, -1.5322890624999999, -1.22583125
1699991131.582913, 1699991131.580790, 0.017715091658071093, -0.031154126565532295, -0.03329215598113454, -10.036493359375, -0.9959878906249999, -0.689530078125
1699991131.682912, 1699991131.682172, -0.0006108652407987586, -0.004581489078425654, 0.024740042479914754, -9.883264453125, -0.7661445312499999, -0.9193734375
1699991131.782911, 1699991131.783356, 0.0036651915748297137, -0.01588249665087921, 0.013439034907461202, -10.036493359375, -0.7661445312499999, -0.689530078125
1699991131.882910, 1699991131.881991, 0.01985312107367334, -0.008857545829035546, 0.03390302063676606, -10.036493359375, -0.7661445312499999, -0.689530078125
1699991131.982908, 1699991131.982038, 0.00580321995013466, -0.03909537541112055, -0.018325956313702617, -9.117119921875, -0.7661445312499999, -1.7621324218749999
1699991132.082908, 1699991132.083761, -0.004276056750609891, -0.026267205159290874, -0.007941248325439606, -9.04050546875, -0.5363011718749999, -1.608903515625
1699991132.182907, 1699991132.183181, -0.02504547584802782, -0.01160643990026932, -0.004581489078425654, -11.109095703125, -0.9193734375, -1.608903515625
1699991132.282906, 1699991132.282068, -0.019547687705560274, -0.0, -0.012217304555900846, -9.95987890625, -0.5363011718749999, -1.3024457031249999
1699991132.382905, 1699991132.383477, -0.05619960241356012, -0.007330383149659427, 0.009773843852780137, -9.423577734375, 0.612915625, -0.3064578125
1699991132.482906, 1699991132.484399, -0.07696901734978884, 0.011911872228085084, 0.003970624162719803, -9.193734375, -0.842758984375, 0.15322890625
1699991132.582896, 1699991132.583124, -0.10140362854218513, 0.02932153259863771, 0.03848450867489442, -10.036493359375, -0.15322890625, -2.528276953125
1699991132.682896, 1699991132.683228, -0.10720684797217114, 0.03329215598113454, 0.031154126565532295, -10.342951171874999, 0.38307226562499996, -0.689530078125
1699991132.782897, 1699991132.784750, -0.11972958901707695, 0.037262779363631364, 0.038179077387375956, -10.802637890625, -0.0, -2.375048046875
