SuperOdom Data
0.083303,-0.005167,0.022997,-0.047960,-0.027219,-0.000738,0.998478,0.409368,0.007929,0.024471,-0.005586,0.025806,0.010787
0.122001,-0.001360,0.034925,-0.048487,-0.027227,-0.000135,0.998453,0.458615,0.023655,0.062976,0.006700,-0.028778,0.006921
0.142637,0.004689,0.041127,-0.049371,-0.027923,0.000407,0.998390,0.447026,0.037646,0.050595,0.006383,-0.014311,0.017594
0.175841,0.029735,0.048203,-0.051034,-0.029484,0.000981,0.998261,0.479723,0.079982,0.068194,-0.029739,0.003357,0.006978
0.227639,0.039003,0.053345,-0.051422,-0.030389,0.001064,0.998214,0.574405,0.061306,0.068537,-0.008862,0.009775,0.009394
0.284264,0.050043,0.057010,-0.052664,-0.030882,0.000990,0.998134,0.633472,0.078238,0.052365,-0.001030,-0.018261,-0.002356
0.353622,0.054830,0.064599,-0.053578,-0.030984,0.000803,0.998083,0.675512,0.070012,0.031662,-0.012939,-0.015752,-0.005388
0.438616,0.068772,0.070304,-0.054971,-0.030650,0.000377,0.998017,0.757990,0.109645,0.039289,-0.042435,0.028570,-0.020658
0.516200,0.083071,0.077438,-0.057156,-0.031982,0.000142,0.997853,0.792043,0.172208,0.063824,-0.065771,-0.007237,0.008479
0.609997,0.095253,0.093059,-0.058817,-0.032587,0.000457,0.997737,0.884516,0.133767,0.091609,-0.011185,-0.036588,0.011240
0.711019,0.110304,0.103311,-0.060597,-0.033203,0.000575,0.997610,0.977575,0.102348,0.086771,-0.012908,-0.042246,-0.009316
0.810701,0.119123,0.111489,-0.060399,-0.033568,0.000413,0.997610,1.071270,0.043336,0.035219,0.027671,0.012689,0.009215
0.918436,0.118654,0.118594,-0.058902,-0.033665,0.000438,0.997696,1.113578,0.025035,0.009212,0.028076,0.027672,-0.014169
1.037154,0.115110,0.125422,-0.056933,-0.033585,-0.000173,0.997813,1.147462,0.022206,0.052447,-0.010638,0.004512,-0.017636
1.159265,0.111860,0.137958,-0.056249,-0.034961,-0.000274,0.997804,1.192115,0.132338,0.067916,-0.021554,-0.051010,0.029096
1.285453,0.119758,0.151701,-0.057150,-0.035883,0.000144,0.997721,1.302130,0.107348,0.066249,0.026041,-0.039060,0.036323
1.423346,0.127154,0.159843,-0.057018,-0.035839,0.001313,0.997729,1.398516,0.111170,0.035639,0.019539,-0.009775,0.025470
1.555132,0.139612,0.166146,-0.056678,-0.036470,0.003061,0.997721,1.434263,0.133437,0.047950,0.009284,-0.034581,0.035509
1.697830,0.158859,0.174934,-0.056190,-0.036898,0.005714,0.997722,1.496273,0.192186,0.011205,0.005821,-0.028933,0.060657
1.847637,0.180048,0.179642,-0.055156,-0.036568,0.009632,0.997761,1.611464,0.186206,-0.064839,0.027477,0.001219,0.079258
2.003147,0.201405,0.179717,-0.052563,-0.034990,0.014047,0.997906,1.675622,0.191431,-0.052640,0.052671,0.023850,0.096965
2.173855,0.232845,0.180714,-0.050223,-0.033067,0.018917,0.998011,1.762703,0.249315,-0.066254,0.069291,0.049241,0.114100
2.355410,0.266025,0.181776,-0.047297,-0.030304,0.024819,0.998113,1.801929,0.318489,-0.045024,0.046246,0.055565,0.128286
2.528836,0.318674,0.188649,-0.046555,-0.029287,0.032393,0.997961,1.785017,0.446514,0.035872,0.009023,0.019395,0.168173
2.700080,0.389086,0.201193,-0.047715,-0.030205,0.041290,0.997550,1.812329,0.610999,0.123710,-0.023866,-0.026506,0.197446
2.884634,0.469142,0.205543,-0.047420,-0.029661,0.052712,0.997042,1.986803,0.621515,0.018778,0.049107,0.038447,0.260537
3.072221,0.536507,0.195866,-0.042195,-0.027599,0.065299,0.996591,2.105601,0.533585,-0.076352,0.123341,0.030647,0.262268
3.278867,0.622877,0.173518,-0.038691,-0.023601,0.077969,0.995925,2.239751,0.619540,-0.171268,0.051269,0.079970,0.268426
3.499591,0.723883,0.162195,-0.038378,-0.019123,0.089715,0.995044,2.362173,0.738845,-0.136354,-0.011906,0.062732,0.243869
3.725198,0.844778,0.164553,-0.042714,-0.015580,0.101135,0.993833,2.418792,0.848036,0.026896,-0.107056,-0.027667,0.236468
3.964710,0.962004,0.154744,-0.045887,-0.012258,0.112995,0.992460,2.605040,0.653598,-0.066910,-0.001537,0.063425,0.228299
4.218721,1.061130,0.128451,-0.042985,-0.008266,0.123131,0.991425,2.742594,0.509626,-0.144602,0.049980,0.056732,0.223316
4.501062,1.171422,0.095320,-0.042015,-0.002426,0.131770,0.990387,2.907022,0.466659,-0.120159,-0.006018,0.087851,0.158468
4.784988,1.282362,0.091582,-0.040167,0.001617,0.139499,0.989406,3.041654,0.263341,-0.071244,0.092941,0.075498,0.157094
5.090370,1.381796,0.084457,-0.032178,0.007352,0.146418,0.988672,3.129819,0.065070,-0.079952,0.181943,0.032418,0.159498
5.402007,1.471570,0.070429,-0.022207,0.012105,0.152279,0.988014,3.289938,-0.085319,-0.117336,0.222503,0.097073,0.113760
5.715398,1.570823,0.072840,-0.013858,0.016151,0.156805,0.987400,3.319746,-0.083430,0.037022,0.179760,0.057536,0.052912
6.041246,1.684682,0.088344,-0.008152,0.018733,0.160254,0.986864,3.414255,0.009009,0.116673,0.073760,0.053808,0.049458
6.376077,1.802793,0.100999,-0.006374,0.020803,0.161983,0.986554,3.476495,0.082254,0.182656,0.004072,0.005324,0.027966
6.711238,1.929695,0.106043,-0.009207,0.019889,0.161439,0.986639,3.569183,0.100240,0.134722,-0.070133,0.019289,-0.023933
7.053958,2.050331,0.087943,-0.010836,0.016768,0.158331,0.987184,3.649016,0.099534,0.079826,-0.072230,-0.126443,-0.066594
7.406751,2.161920,0.050614,-0.013235,0.012923,0.154681,0.987791,3.781944,-0.025569,-0.044082,-0.043384,-0.081832,-0.124482
7.775979,2.263191,0.020423,-0.013535,0.011130,0.149700,0.988576,3.855587,-0.213045,-0.003733,0.019144,-0.038537,-0.166085
8.158289,2.347349,-0.000775,-0.010028,0.009420,0.143822,0.989508,3.955799,-0.449802,0.003187,0.097186,-0.052158,-0.136394
